prof_id,rec_id,x,y,cds2d,z,cds3d,dirslop
1,1,516777.4781227206,800147.6034131703,0.0,1294.9024303413883,0.0,-2.1171212069558747
1,2,517606.6963682681,800555.305120326,924.0257468093208,1260.7434513536173,924.6569183280955,3.3334117938779824
1,3,518245.40160859254,800292.6987109272,1614.6099272502279,1300.96634843451,1616.4114931050312,-2.5476459705292296
1,4,519089.58736398135,800430.8421714022,2470.0239821227165,1262.9054377432394,2472.671873010607,1.6179899816498802
1,5,519567.22660058324,799698.7924598126,3344.1155222831426,1287.5956928795906,3347.112053513953,0.2681666230362428
1,6,520320.35937302513,799540.0316270487,4113.799856894345,1291.1981424447617,4116.804818575934,-0.7823198486256104
1,7,521235.99170743354,799712.8970158424,5045.607248181283,1278.4744003404771,5048.699076563451,-1.160571705346378
1,8,522203.3415482842,799690.6569494582,6013.212712793084,1258.87209902715,6016.503078086176,0.4624832397662417
1,9,522866.5915748942,800272.2994043262,6895.3740036594945,1265.9929319440569,6898.69310827498,0.43306056301845436
1,10,523433.25043755607,800738.6696389077,7629.270087813616,1271.5400683378666,7632.61015608006,1.2648349961856482
1,11,523883.90332570067,800109.2648086412,8403.375032866841,1288.631625779282,8406.90376143376,0.7809679057818448
1,12,524445.1053241743,800496.2160263414,9085.04865562959,1297.9237271845802,9088.640712991335,-0.09324880024373927
1,13,525199.9228043631,800948.1061666574,9964.795282399684,1296.4919395277507,9968.388504877881,0.684062583474445
1,14,525980.1702312336,801512.8430004966,10927.974257789405,1307.9920187947935,10931.636131636411,-0.19186351264902823
1,15,526777.1348086493,802061.7668577959,11895.688026818101,1304.75147195971,11899.355326398774,0.39115043534877386
1,16,527591.1648418648,802584.0359483775,12862.853937070204,1311.3542836731128,12866.543774983795,0.07914671163943603
1,17,528414.6299626922,803024.3820532542,13796.663070297782,1312.644221079183,13800.35379915239,1.6430391724195847
1,18,529293.8727445586,803369.2259552578,14741.112744030235,1339.735104960932,14745.191934603554,0.02317407402326915
1,19,530131.4346470637,803846.5990355995,15705.1640903614,1340.1250289425975,15709.243359789807,0.4911120997323994
1,20,531075.5216659348,803657.8254018533,16667.93913366002,1348.3776796128618,16672.053772198058,0.8061701337061221
1,21,531632.9475428896,802979.9484341104,17545.57276547638,1360.7270833968298,17549.774285498843,1.8471390796657041
1,22,531571.169628864,802110.9413470607,18416.772988159937,1388.8231443979364,18421.42743707214,-1.6744516144619732
1,23,531928.4600991852,801292.5015411716,19309.801652899325,1362.717222453732,19314.837597752427,-0.8492412554218849
1,24,532112.9285129609,800401.7420443359,20219.461521687543,1349.233205427248,20224.59739879827,-0.5976060081833542
1,25,532096.3070115224,799496.7472089338,21124.608982831072,1339.7920008229084,21129.79409717877,0.4910822166269532
1,26,532441.8341624379,798620.6511484982,22066.380355899233,1347.8641224135988,22071.600063542148,1.158985547027228
1,27,533286.5024150213,798275.7717443033,22978.743364991584,1366.322022751184,22984.149763254398,-1.1981013728632433
1,28,533646.4612316871,799049.0618218706,23831.707545810183,1348.4832474990449,23837.300462522726,1.9111802108199043
1,29,534307.253215266,799614.8271674433,24701.613559016903,1377.510936041557,24707.690650033666,3.7399161259409905
1,30,534766.2536809335,800410.5171781011,25620.201617149327,1437.5560170620427,25628.239091072082,3.832721987883293
1,31,535680.1351896204,800564.6983580095,26546.997845107675,1499.6454091696294,26557.112785806796,3.222352399726532
1,32,536419.537062397,800333.1655119587,27321.802716198374,1543.2669472564146,27333.144632351083,1.091293205312469
1,33,537337.6076629863,800524.9679953561,28259.694938313347,1561.1328215782933,28271.207002222643,-1.16591105041119
1,34,537959.4363214145,799827.3416567767,29194.228719790684,1542.1133808972527,29205.934303549693,-5.15661128824
1,35,538572.8029094364,799505.8496110943,29886.74276783493,1479.6183966925266,29901.26252086104,-3.177983669729536
1,36,539415.3815235592,799507.5333420207,30729.3230642619,1432.8356175098907,30745.1405833529,-1.7643797557123695
1,37,540226.9110050729,799644.2769256681,31552.29263054887,1407.484884724564,31568.500508711986,-0.5752850167803832
1,38,541153.1982632492,799943.0521565017,32525.57302345707,1397.7122199943706,32541.829963827502,1.5662551143199601
1,39,541838.7744447674,800507.8440173278,33413.83230245188,1422.0,33430.4212326221,-0.7146624336677531
1,40,542834.6402575872,800418.4181019966,34413.70515010605,1409.5277266673254,34430.37186594264,0.24816068134083646
1,41,543595.8771819843,800054.9313314604,35257.271559714914,1413.1814220317992,35273.94618804485,-1.9128844440937158
1,42,543989.8583891173,799216.0409229235,36184.07159699868,1382.227652311604,36201.262986646645,0.5191485690996539
1,43,544460.8811670229,798350.606154411,37169.38362669088,1391.155662955013,37186.61546430639,-0.6085688205000196
1,44,544649.4363116293,797409.2270990158,38129.460482205155,1380.957794674742,38146.74647880996,-0.17512088169575585
1,45,544926.8617615692,796735.4505643775,38858.11657317239,1378.7306970501697,38875.40597327049,0.5612721732266184
1,46,545556.1306665542,796435.1421912874,39555.37152921724,1385.5612581593218,39572.694385833165,1.622343067081485
1,47,546456.1122639164,796498.6669523207,40457.592273190116,1411.1146738708853,40475.27692937669,-1.6383198888244734
1,48,546973.86897459,797125.2753108107,41270.43299951783,1387.8659075808648,41288.45006685171,0.7571069394075192
1,49,547432.363235377,797972.5942962681,42233.8469553495,1400.5972091635588,42251.948139673455,5.040895968263741
