prof_id,rec_id,x,y,cds2d,z,cds3d,dirslop
1,1,476899.6487641414,1072443.8727980119,0.0,51.99813071256543,0.0,0.6427901803722407
1,2,477725.7953691585,1072840.5576589992,916.4480846822642,62.280014478651964,916.5057605119401,0.44591754247555965
1,3,478670.5815877032,1073115.0993316025,1900.3150110233082,69.93733904629075,1900.402484445559,0.9564459819325986
1,4,479493.6635125779,1073682.6113864428,2900.0818775699627,86.62812920531182,2900.3086650048394,0.2908750161263757
1,5,480442.38665992767,1073986.2593893101,3896.2132544287624,91.68525945208931,3896.452878725393,0.09069334930789294
1,6,481379.62701739435,1074311.849480264,4888.39690425955,93.2557858372862,4888.637771547627,-0.04649253701670483
1,7,481920.3887888153,1075144.5296394175,5881.261215672982,92.450128051063,5881.502409835716,-0.4574033924787591
1,8,482698.3257498217,1075741.0252352129,6861.563674663652,84.62401590043996,6861.836107682805,-0.3201297913474837
1,9,483191.35407927225,1076539.2224923465,7799.751179875952,79.3820085789653,7800.038257316474,0.37508556669482906
1,10,483727.732769445,1077342.9750513735,8766.043203755782,85.70790853514917,8766.350987453065,-0.07442026963234531
1,11,484709.1096576397,1077506.4051689466,9760.935157694845,84.41566380554092,9761.243780626844,0.054222711953353354
1,12,485703.0787835866,1077534.161551964,10755.291753757798,85.35668822027961,10755.600821966047,0.6216548552996404
1,13,486677.1964543911,1077649.4715469219,11736.210522826246,96.0,11736.577331163082,-0.5820374744714144
1,14,487546.0355117204,1078116.2631573982,12722.504452216428,85.98041775400029,12722.922152805244,0.192065038760607
1,15,488279.2804137851,1078796.182252821,13722.473483099107,89.33249380047845,13722.896802053048,-0.239692066075787
1,16,488682.050093309,1079699.0633014333,14711.117808772939,85.19655943566171,14711.549778905965,-0.32203912470816776
1,17,489165.0234994678,1080561.717505097,15699.771229418957,79.63963294403469,15700.218816343218,0.09705609073613787
1,18,489792.2183950245,1081335.3144603448,16695.675685770664,81.32664526072581,16696.124701551125,-0.17145736606113918
1,19,490640.24402082583,1081843.2750227205,17684.19548574673,78.36849531370153,17684.64892765579,-0.2835970421490276
1,20,491343.69617671845,1082553.351918239,18683.72244045036,73.42109420949541,18684.18812646532,-0.12591797815307976
1,21,492040.7113866632,1083270.4081501854,19683.722361784137,71.22340753801443,19684.190462709725,-0.2915392679863831
1,22,492508.2140356537,1084115.2309956842,20649.27110063154,66.3103440568083,20649.75170120399,0.14414718106950578
1,23,492693.8002183575,1085073.7459977493,21625.58725864309,68.76660733010266,21626.07094900345,0.578846782155172
1,24,492771.1415425355,1086049.8029497287,22604.70362247986,78.65874326853464,22605.237282312744,-0.02495986797617708
1,25,493107.06339818175,1086971.8746034135,23586.059637201277,78.23123327874622,23586.59339015265,0.6992596173898631
1,26,493081.3674089534,1087940.7244461563,24555.25017659234,90.06019278360138,24555.85611301375,0.34270282790670825
1,27,492396.98377517116,1088660.288120467,25548.30246100462,96.0,25548.92616134177,0.06545310441683133
1,28,492609.2638353182,1089606.212660669,26517.753883043213,97.10747481394999,26518.37821595464,-0.4105191662769384
1,29,492269.0818532061,1090538.024952131,27509.72057979938,90.0,27510.370375032307,0.11463484197877673
1,30,492271.698976496,1091488.4713390833,28460.170569964448,91.90162051620808,28460.822267536798,-1.741560535198135
1,31,492010.4565595584,1092404.7542676842,29412.967508274418,62.9315151685575,29414.059526909674,-0.1636524716676857
1,32,491978.6722798861,1093304.9040746896,30313.678291759432,60.35883096592764,30314.773984543277,0.03676073383707425
1,33,492640.0233872487,1094054.09325466,31313.01292770201,61.0,31314.108826171552,0.5308132341751268
1,34,493366.5982467355,1094727.9658945417,32303.97980970131,70.18101455177349,32305.118236948067,-0.23884606522163912
1,35,493879.91441710293,1095540.9705056062,33265.47343337893,66.17286070580573,33266.62021493354,0.13269135868014126
1,36,494386.9094975225,1096302.1557572405,34180.04819734046,68.29092919247067,34181.19743151473,0.49404094334459364
1,37,495349.5611767555,1096277.1867626186,35143.02364158738,76.59452662898491,35144.20867545373,0.1789300892181425
1,38,496189.2379591141,1096766.7410832262,36114.990992714746,79.62991198734511,36116.18076621654,-0.15002327642696495
1,39,497165.0624932851,1096985.2340694359,37114.97734587809,77.01154160807519,37116.170547352514,0.7073970425192642
1,40,498034.3151149857,1097417.8543137605,38085.935839395126,89.0,38087.20304900603,-0.296322609977669
1,41,498943.0790582672,1097088.012213957,39052.707640499866,84.0,39053.98777965257,-0.10630964356655656
1,42,499699.65530031093,1097656.3701717763,39998.98369865706,82.2442269438205,40000.265466687684,0.16495961753060745
1,43,500579.0112768435,1098115.9012920496,40991.17107207156,85.1008300524673,40992.45695231154,1.1374247822905115
1,44,500828.08564131375,1099017.6194252982,41926.656844740304,103.67435344920781,41928.12709004012,-0.42437570202609576
1,45,500785.34913036413,1099953.3127065483,42863.32558337989,96.73655234059339,42864.82152208768,-1.5922799629858377
1,46,500625.99127451406,1100901.846037236,43825.15218191354,70.0,43827.01965598624,0.14198592965376244
1,47,501142.6312798412,1101721.6048531628,44794.131754140944,72.40125447600914,44796.0022035159,0.6506337958226754
